FALSE,Assigned,Customer,,FORMULA, Current , 1 - 30 , 31 - 60 , 61 - 90 , > 90 , TOTAL ,Account Status,Collection Status,PHASE,COMMUNICATION SCHEDULE,Note/Contact Date,Collections Team - Notes,Upcoming Payment ,Action Item / Follow-up Items,Mgt. Note Date,Local Management Notes,Days since contact,As Of Date,CPR Status,# Of Jobs In Progress,"# Of Jobs Completed, Pending Payment",CPR Notes,Company
FALSE,Sylvia,,DOUG PARKS AND SON PLUMBING,, DOUG PARKS AND SON PLUMBING , $ -   , $ -   , $ -   , $ -   , $ -   , $ -   ,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,ENGIENGLESERVICE US,, ENGIENGLESERVICE US , $ -   , $ -   , $ -   , $ -   , $ -   , $ -   ,Active,Contacted,COLLECTION TEAM,WEEKLY,45846,not in tcr,,,,317,,,,,,TCS
,Josie,,ENVIRONMENTAL SAFETY SOLUTIONS,, ENVIRONMENTAL SAFETY SOLUTIONS , $ -   , $ -   , $ -   , $ -   , $ -   , $ -   ,Active,Contacted,COLLECTION TEAM,WEEKLY,45862,Spoke with Victoria N said that they do not owe it was a over payment ,,,,301,,,,,,TCS
FALSE,Sylvia,Fresno,GRIZZLY CONSTRUCTION,, GRIZZLY CONSTRUCTION , $ -   , $ -   , $ -   , $ -   , $ -   , $ -   ,Active,Contacted,COLLECTION TEAM,WEEKLY,46052,"$4,185.00 Check is ready for pick up.  -another follow up with Daniella reagrding payment as promised, she had mentioned by end of this week (today)",,,,111,,,,,,TCS
,Josie,,M G Paving,, M G Paving , $ -   , $ -   , $ -   , $ -   , $ -   , $ -   ,Active,Contacted,COLLECTION TEAM,WEEKLY,45846,not in tcr,,,,317,,,,,,TCS
FALSE,Sylvia,,SMALL CELL SOLUTIONS,, SMALL CELL SOLUTIONS , $ -   , $ -   , $ -   , $ -   , $ -   , $ -   ,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"TERRY BEDFORD CONCRETE CONSTRUCTION, INC.",," TERRY BEDFORD CONCRETE CONSTRUCTION, INC. ", $ -   , $ -   , $ -   , $ -   , $ -   , $ -   ,Active,Contacted,COLLECTION TEAM,WEEKLY,45938, Said we can pick up check put in Slack Responded to email from last week asking about check let her know we still have not recevied it asked if we could pick up  waiting on response ,,,,225,,,,,,TCS
FALSE,Sylvia,Fresno,DAVID'S PLUMBING LLC,, DAVID'S PLUMBING LLC , $ -   , $ -   , $ -   , $ -   , $ (0.05), $ (0.05),Active,Contacted,COLLECTION TEAM,WEEKLY,46085,"talk to David, regarding that $20.00 balance due, said that we told him we would discount $20.00 if paying both invoices back on Dec-29, so Victoria will cleared the $20.00 1% discount.",,,,78,,,,,,TCS
FALSE,Sylvia,Fresno,KRAZAN & ASSOCIATES,, KRAZAN & ASSOCIATES , $ -   , $ -   , $ (25.20), $ -   , $ -   , $ (25.20),Active,Contacted,COLLECTION TEAM,WEEKLY,46087,"emailed Maritza balance report aksing for payment information on those January invocies, wasiting for a reponse. (fresno account)",,,,76,,,,,,TCS
FALSE,Sylvia,Fresno ,CENTRAL VALLEY ASPHALT,, CENTRAL VALLEY ASPHALT , $ -   , $ -   , $ -   , $ -   , $ (48.16), $ (48.16),Active,Contacted,COLLECTION TEAM,WEEKLY,46085,"email Laura balance report, asking for payment on the Dec-27 and January invoices. waiting on a response. (fresno job)",,,,78,,,,,,TCS
FALSE,Sylvia,Fresno Job,"BESS TEST LAB, INC.",," BESS TEST LAB, INC. ", $ -   , $ -   , $ -   , $ -   , $ (50.00), $ (50.00),Active,Promise to Pay,COLLECTION TEAM,WEEKLY,46108,"payment out last week, she will email check #",,,,55,,,,,,TCS
FALSE,Sylvia,Visalia,BONADELLE HOMES CORP.,, BONADELLE HOMES CORP. , $ -   , $ -   , $ -   , $ -   , $ (56.00), $ (56.00),Active,Contacted,COLLECTION TEAM,WEEKLY,45813,"-emailed Rachel/Lori open balance and May-3 invoice, waiting for reply (sylvia 6-5-25)",,,,350,,,,,,TCS
,Josie,Bakersfield/ OC /Fresno ,ARB INC,, ARB INC , $ -   , $ -   , $ -   , $ -   , $ (64.96), $ (64.96),Active,Contacted,COLLECTION TEAM,WEEKLY,45824,Carley said that they are in the system but they pay at the 45 day mark,,,,339,,,,,,TCS
,Josie,Bakersfield,"KS INDUSTRIES, LP",," KS INDUSTRIES, LP ", $ -   , $ -   , $ -   , $ -   , $ (85.62), $ (85.62),Active,Contacted,COLLECTION TEAM,WEEKLY,45876,Said check was mailed to the Fresno office 8/6/25 check # 249884 ,,,,287,,,,,,TCS
,Lui,Modesto / Fresno / Bakesfield / Visalia ,ROAD SAFE TRAFFIC SYSTEMS,, ROAD SAFE TRAFFIC SYSTEMS , $ -   , $ -   , $ -   , $ -   , $ (90.72), $ (90.72),Active,Uncollectable,BRANCH MANAGER,WEEKLY,45908,sent open balace report. waiting on responce,,8-20-24,invoice was send to brittany ,255,,,,,,TCS
,Josie,Bakersield ,"BOWMAN ASPHALT, INC.",," BOWMAN ASPHALT, INC. ", $ -   , $ -   , $ -   , $ -   , $ (92.46), $ (92.46),Active,Contacted,COLLECTION TEAM,WEEKLY,46101,Emailed asking it there will be a payment this week ,,,,62,,,,,,TCS
,Josie,Bakersfield ,MIDSTATE,, MIDSTATE , $ -   , $ -   , $ -   , $ -   , $ (93.75), $ (93.75),Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,Bakersfield ,SUSTAINABLE INFRASTRUCTURE AND STRUCTURAL,, SUSTAINABLE INFRASTRUCTURE AND STRUCTURAL , $ -   , $ -   , $ -   , $ -   , $ (158.22), $ (158.22),Active,Contacted,COLLECTION TEAM,WEEKLY,45856,"Sent email with open balance also called and left voice mail 
sent final warning to customer.",,,,307,,,,,,TCS
,Josie,Fresno ,TECH CRETE INC,, TECH CRETE INC , $ -   , $ -   , $ -   , $ -   , $ (200.00), $ (200.00),Active,Contacted,COLLECTION TEAM,WEEKLY,46029,spoke with Angelique said that she nees invoice and she will get them to the other company ,,,,134,,,,,,TCS
,Josie,Bakersfield ,California Concrete,, California Concrete , $ -   , $ -   , $ -   , $ -   , $ (201.84), $ (201.84),Active,Contacted,COLLECTION TEAM,WEEKLY,45828,No Open Inovice JS not in tcr,,,,335,,,,,,TCS
,Josie,Bakersfield ,"DIRT WORX, INC.",," DIRT WORX, INC. ", $ -   , $ -   , $ -   , $ -   , $ (249.50), $ (249.50),Active,Contacted,COLLECTION TEAM,WEEKLY,45828,Billing Issues  Per Laren Sylvia notfied BKF  on 4-2-25,,,,335,,,,,,TCS
FALSE,Sylvia,Fresno,"DAVE CHRISTIAN CONSTRUCTION, INC",," DAVE CHRISTIAN CONSTRUCTION, INC ", $ -   , $ -   , $ -   , $ -   , $ (268.71), $ (268.71),Active,Contacted,COLLECTION TEAM,WEEKLY,45911,"$1,340.00 Check ready at 11am today per Sherri.-emailed Sherri asking if check is ready? and possible for us to pick up, waiting for reply",,,,252,,,,,,TCS
,Josie,Modesto ,MCMILLEN ENTERPRISES INC DBA UNITED PAVIN,, MCMILLEN ENTERPRISES INC DBA UNITED PAVIN , $ -   , $ -   , $ -   , $ -   , $ (395.00), $ (395.00),Active,Contacted,COLLECTION TEAM,WEEKLY,46142,Check 8062 went out on Mopnday ,,,,21,,,,,,TCS
FALSE,Sylvia,Fresno,KB HOME SOUTH BAY,, KB HOME SOUTH BAY , $ -   , $ -   , $ -   , $ -   , $ (482.56), $ (482.56),Active,Contacted,COLLECTION TEAM,WEEKLY,45946,"email Nick, Jessica, Matt, regarding payment information on the January-31 invoice, #00096868 for $630.00",,,,217,,,,,,TCS
,Josie,Bakersfield ,GRANITE CONSTRUCTION (BAKERSFIELD),, GRANITE CONSTRUCTION (BAKERSFIELD) , $ -   , $ -   , $ -   , $ -   , $ (511.47), $ (511.47),Active,Contacted,COLLECTION TEAM,WEEKLY,46042,per gary. they will be sending joint checks ,,,,121,,,,,,TCS
,Josie,Bakersfield /O.C,"MILLER PACIFIC, INC. (CASH)",," MILLER PACIFIC, INC. (CASH) ", $ -   , $ -   , $ -   , $ -   , $ (570.00), $ (570.00),Active,Contacted,COLLECTION TEAM,WEEKLY,45883,Called no answer emailed asking for payment information being it is a cash account ,,,,280,,,,,,TCS
FALSE,Sylvia,,SEFNCO COMMUNICATIONS COMCAST(SACRAMENTO),, SEFNCO COMMUNICATIONS COMCAST(SACRAMENTO) , $ -   , $ -   , $ -   , $ -   , $ (751.33), $ (751.33),Active,Uncollectable,COLLECTION TEAM,WEEKLY,45951,they had issues with pictures & daily. all fixed and will receive payment in 10 days ,,,,212,,,,,,TCS
FALSE,Sylvia,,R.T. NELSON COMPANY,, R.T. NELSON COMPANY , $ -   , $ -   , $ -   , $ -   , $ (839.64), $ (839.64),Active,Contacted,COLLECTION TEAM,WEEKLY,46044,"emailing Sandy, asking if received January invoices, waiting for response",,12/9/24,received an email from Sandy she advised she will be paying all open invoices on 12/27 (visali),119,,,,,,TCS
,Lui,Bakersfield / OC,"HERMAN WEISSKER, INC",," HERMAN WEISSKER, INC ", $ -   , $ -   , $ -   , $ -   , $ (864.90), $ (864.90),Active,Contacted,COLLECTION TEAM,WEEKLY,46120,requested update on payment,,,,43,,,,,,TCS
,Josie,Fresno/ Bakersfield ,CALIFORNIA WATER SERVICE,, CALIFORNIA WATER SERVICE , $ -   , $ -   , $ -   , $ -   , $ (870.00), $ (870.00),Active,Contacted,COLLECTION TEAM,WEEKLY,45971,(JS)KIm said that they changed adress (JS)Kim responded she has requested to update a remittance payment today Responded to an email asking for update once updated as taken place ,,4/30/25,,192,,,,,,TCS
FALSE,Sylvia,Fresno,CENTURY COMMUNITIES,, CENTURY COMMUNITIES , $ 168.00 , $ 420.00 , $ -   , $ -   ," $ (1,554.01)", $ (966.01),Active,Contacted,COLLECTION TEAM,WEEKLY,46160,"left message for Matt, see if all invoices received,",,5/29/2025,customer seup in portal system per abraham requested no more calls ,3,,,,,,TCS
FALSE,Sylvia,,SEFNCO COMMUNICATIONS ATT FRESNO,, SEFNCO COMMUNICATIONS ATT FRESNO , $ -   , $ -   , $ -   , $ -   ," $ (1,290.20)"," $ (1,290.20)",Active,Contacted,COLLECTION TEAM,WEEKLY,45951,will receive payment in 10 days ,,,,212,,,,,,TCS
FALSE,Sylvia,Sacramento / Modesto,CONSOLIDATED COMMUNICATIONS ENTERPRISE,, CONSOLIDATED COMMUNICATIONS ENTERPRISE , $ -   , $ -   , $ -   , $ -   ," $ (1,620.00)"," $ (1,620.00)",Active,Promise to Pay,COLLECTION TEAM,WEEKLY,46139,"Alexis replied to email, said all March invoices are approve for payment this week, $9,570.00, also asking for invoice copy of the last 2 invoices. done email those to her. (modestro account)",,,,24,,,,,,TCS
,Bryce,L.A. / OC,WIRING CONNECTIONS INC. (LOS ANGELES/OC),, WIRING CONNECTIONS INC. (LOS ANGELES/OC) , $ -   , $ -   , $ -   , $ -   ," $ (1,713.00)"," $ (1,713.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,46126,0 bal,,,,37,,,,,,TCS
,Josie,Fresno / Bakersfield ,RLH FIRE PROTECTION,, RLH FIRE PROTECTION , $ -   , $ 196.60 , $ -   , $ -   ," $ (2,213.50)"," $ (2,016.90)",Active,Contacted,COLLECTION TEAM,WEEKLY,45964,Emailed Rebbeca status report mention discount waiting for her to respons ,,,,199,,,,,,TCS
,Lui,Fresno / Visalia,CABLE COM OF CALIFORNIA INC.,, CABLE COM OF CALIFORNIA INC. , $ 160.00 , $ 807.75 , $ -   , $ 674.24 ," $ (3,790.00)"," $ (2,148.01)",Active,Contacted,COLLECTION TEAM,WEEKLY,46113,hector is working on it ,,6/11/25,hector trent and abrahem in talks ,50,,,,,,TCS
,Josie,Bakersfield ,CITY OF BAKERSFIELD (FINANCE DEPT),, CITY OF BAKERSFIELD (FINANCE DEPT) , $ -   , $ -   , $ -   , $ -   ," $ (2,168.10)"," $ (2,168.10)",Active,Contacted,COLLECTION TEAM,WEEKLY,46029,said that she spoke with Gary and they are going to credit off the remainder of the invoices let her know to get with Logan ,,,,134,,,,,,TCS
FALSE,Sylvia,Fresno / Visalia,CEN CAL BUILDERS & DEVELOPERS,, CEN CAL BUILDERS & DEVELOPERS , $ -   , $ -   , $ -   , $ -   ," $ (2,250.00)"," $ (2,250.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,46097,"left message for A/P see if March-7 invoice received, also sending an email (fresno account)",,,,66,,,,,,TCS
FALSE,Sylvia,Fresno,VIDEO INSPECTION SPECIALISTS INC,, VIDEO INSPECTION SPECIALISTS INC ," $ 1,366.00 ", $ -   , $ -   , $ -   ," $ (3,619.28)"," $ (2,253.28)",Active,Contacted,COLLECTION TEAM,WEEKLY,45931,email Accounting and Rick Balance Report,,,,232,,,,,,TCS
FALSE,Sylvia,Visalia / Fresno,PICKETT & SONS,, PICKETT & SONS , $ -   , $ -   , $ -   , $ -   ," $ (2,352.72)"," $ (2,352.72)",Active,Contacted,COLLECTION TEAM,WEEKLY,45954,left message for Chad see if Oct invoice was received ,,,,209,,,,,,TCS
,Josie,Bakersfield Fresno ,CENTRAL VALLEY PIPELINE & EXCAVATION,, CENTRAL VALLEY PIPELINE & EXCAVATION , $ -   , $ -   , $ -   , $ -   ," $ (2,953.00)"," $ (2,953.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,45985,Called emailed waiting on response ,,,,178,,,,,,TCS
FALSE,Sylvia,Fresno,"EMMETT VALLEY CONSTRUCTION, INC.",," EMMETT VALLEY CONSTRUCTION, INC. ", $ -   , $ -   , $ -   , $ -   ," $ (2,966.64)"," $ (2,966.64)",Active,Contacted,COLLECTION TEAM,WEEKLY,46022,"$8,215.52 Ck-21483 paynent out last week, per Jill, confirm with Logan, payment done",,8/15/24,Reached out to Gre,141,,,,,,TCS
FALSE,Sylvia,Fresno,"R J BERRY, INC.",," R J BERRY, INC. ", $ -   ," $ (3,010.00)", $ -   , $ -   , $ -   ," $ (3,010.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,46119,"Bod answer the phone but not able to heard me, no emaill on file, so calling again",,,,44,,,,,,TCS
,Josie,Fresno ,AJ EXCAVATION,, AJ EXCAVATION , $ -   , $ -   , $ -   , $ -   ," $ (3,300.85)"," $ (3,300.85)",Active,Contacted,COLLECTION TEAM,WEEKLY,45952,called to make sure they had invoice said yes Invoice is for 10/11/25,,,,211,,,,,,TCS
,Josie,Lake Isabella ,UNDERGROUND EXPRESS COMPANY-MATT FARNUM,, UNDERGROUND EXPRESS COMPANY-MATT FARNUM , $ -   , $ -   , $ -   , $ -   ," $ (3,486.60)"," $ (3,486.60)",Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Lui,Bakesfield,WIRING CONNECTIONS INC.(BAKERSFIELD),, WIRING CONNECTIONS INC.(BAKERSFIELD) , $ -   , $ -   , $ -   , $ -   ," $ (4,664.00)"," $ (4,664.00)",Active,Contacted,COLLECTION TEAM,WEEKLY,46127,0 bal,,,,36,,,,,,TCS
FALSE,Sylvia,Fresno,BALLOU CONSTRUCTION,, BALLOU CONSTRUCTION , $ -   , $ -   , $ -   , $ -   ," $ (6,533.66)"," $ (6,533.66)",Active,Contacted,COLLECTION TEAM,WEEKLY,45910,"$464.30 Ck-1572, payment out Monday, per Alana",,6/11/25,***lui per abraham will send check next week***,253,,,,,,TCS
,Josie,Bakersfield/ Fresno ,US FOREST SERVICE,, US FOREST SERVICE , $ -   , $ -   , $ -   , $ -   ," $ (8,500.80)"," $ (8,500.80)",Active,Contacted,COLLECTION TEAM,WEEKLY,45894,"Brennen said that this invoice was paid customer paid in advance, and they should have funds stilling on thier account. gave to Logan said yes she was working on that  
Logan said she applied the money that was on account to ibnvoice 00100105 said she will get with Victoria on the memo part of the credit ",,,,269,,,,,,TCS
,Josie,Modesto ,"RACE TELECOMMUNICATIONS, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46149,"made two payments  $1,725.00 invoice 00105190 PMT # 61737   $4,714.000 three invoice 187, 189, 219  pmt 61749",,,,14,,,,,,TCS
,Sylvia,Sacramento,2M GENERAL ENGINEERING INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46092,called & left a voicemail for the ap department,,,,71,,,,,,TCS
,Josie,,316 ENGINEERING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45776,NO  open Invoices  JS,,,,387,,,,,,TCS
,Sylvia,,"4C GLOBAL, INC. DBA 4CG CONSTRUCTION",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,"A.L.E. CONSTRUCTION, INC.",,  ,,,,,,,Active,Paid,COLLECTION TEAM,WEEKLY,46079,"Invoice was paid via credit card $2,160.00",,,,84,,,,,,TCS
,Josie,,"A.R. Mays Construction, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45812,"Spoke with Erin said that their net 30 so both invoices will not be paid till May 2nd and May 21 Js 4/29/2025Payment of $13,550.00 w/check-42467 per Jenny",,,,351,,,,,,TCS
,Josie,,ACCURATE TRENCHING INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46065,Judie on her way to drop off check ,,,,98,,,,,,TCS
,Josie,,ACTIVATED EVENTS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45776,No Open invoices as of 4/29/25 JS,,,,387,,,,,,TCS
,Josie,,ACTIVE BAKERSFIELD ALLIANCE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45828,No Open invoices as of 4/29/25 JS,,,,335,,,,,,TCS
,Josie,,ADVANCED CONCRETE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45812,"NO open balance 4/29/25 JS Advanced (sylvia) Lupe replied to email on 9-23; asking for ""Final Release""  so Victoria working on that",,07/29/24,(jordan) I have spoken with sal from advanced and brian from ptm . Hopeing to get paid on this asap . feels positive,351,,,,,,TCS
,Sylvia,Fresno,"AERNER PAINTING, LLC",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46065,"$4,122.50 with Credit Card today with a 3% discount  $127.50 to be write off (fresno Acct)",,,,98,,,,,,TCS
,Sylvia,,AG INDUSTRIAL ENTERPRISE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,AGEE CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,ALL AROUND UNDERGROUND CONTRACTORS INC.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45981,called april and left her a voicemail also sent he an email ,,,,182,,,,,,TCS
,Sylvia,,ALL STAR PLUMBING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45918,"left message for Cammie see if Sept-9 invoice was received, said Yes, ",,,,245,,,,,,TCS
,Josie,,"ALLEN GENERAL ENGINEERING, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,Allison Sierra Inc.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,ALLY ENTERPRISES,,#REF!,,,         ,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46092,Called to speak with Arin but spoke with Jenny let her know that I have emailed her said yes but they aare not intrested in the dixcount ,,,,71,,,,,,TCS
,Josie,,"ALPHA CONSTRUCTION ELITE, INC.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45876,Rafael emailed a copy of the check he paid to SFN ,,,,287,,,,,,TCS
,Sylvia,,ALVITRE CIVIL CONSTRUCTORS INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,1/7/25,July invoices have been paid w/ck#11593. spoke w/Victoria and she is going to apply payment. Oct & Nov invoices are on hold. Justin will not approve until he receives some sort of back up also he was not happy with our guys performance. (visalia),DATE NEEDED,,,,,,TCS
,Sylvia,,ALW ENTERPRISES INC (CASH),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,AMERICAN CONSTRUCTION & EXCAVATION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45890,called no answer ,,,,273,,,,,,TCS
,Josie,,AMERICAN ENVIRO SERVICES NC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45961,"Customer paid $1,612",,,,202,,,,,,TCS
,Sylvia,,AMERICAN HEART ASSOCIATION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46027,"everything paid in full, talk to Logan to clear $13.73",,,,136,,,,,,TCS
,Sylvia,,AMERICAN INCORPORATED,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,AMERICAN PAVEMENT SYSTEMS INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,Fresno,AMERICAN PAVING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46142,"talk to Ana said to call back, tarah is that one in charge, however she out of office today. (fresno account)",,,,21,,,,,,TCS
,Josie,,AMERIVET,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46020,Called left voice mail for Christian M regarding two invoices due in Oct 00101260 $757.602 00101425 $2776.80  ,,,,143,,,,,,TCS
,Sylvia,,ANDERSON STRIPPING & CONSTRUCTION INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46020,receptionist said to call again tomoroow after 8am A.P will be available then,,,,143,,,,,,TCS
,Sylvia,,ARGUELLO CONCRETE CONSTRUCTION,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Sylvia,,ARIA COMMUNITY HEALTH CENTER,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,AT&T (BAKERSFIELD LINE CREW),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45812,Emailed three open Invoice Total Due $2318.40 Ronda working on them JS,,,,351,,,,,,TCS
,Josie,,AT&T (BAKERSFIELD SPLICING CREW),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45812,Called no response Emailed regarding 000001206 invoice I emailed last Emailed two Open invoices Total $3865.20 Ronda Working on them  JS,,,,351,,,,,,TCS
,Sylvia,,AT&T AIR PRESSURE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45912,"$5,305.50 with Amex credti card today, per Cynthia for all open invoices, ",,,,251,,,,,,TCS
,Sylvia,Fresno,AT&T CABLE MAINTENANCE (FRESNO),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46097,"talk  to Erika see if the March-7 invoice received, ",,,,66,,,,,,TCS
,Josie,,AT&T Special Services (Bakersfield),,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45777,NO open Invoice  JS,,,,386,,,,,,TCS
,Sylvia,fresno,"B & L CONTRACTORS, INC.",,  ,,,,,,,Active,Promise to Pay,COLLECTION TEAM,WEEKLY,46128,"$5,619.00 with Credit Card today for the remaining balance. account paid in full. per Alex",,,,35,,,,,,TCS
,Sylvia,,B.L. SOLUTIONS LLC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,,,,,,DATE NEEDED,,,,,,TCS
,Josie,,B&C DEMOLITION INC,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45978,Said that customer paid said that they are going to close Job ,,,,185,,,,,,TCS
,Josie,,B&T SERVICE STATION CONTRACTORS,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45804,No open Invoices JS,,,,359,,,,,,TCS
,Sylvia,,BADGER DAYLIGHTING CORP,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45824,(sylvia 6-16-25) contacting Brandy see if received June invoice,,,,339,,,,,,TCS
,Josie,,BAIZE ELECTRIC SOLAR TECH,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,46058,Paid  on 1/20/26,,,,105,,,,,,TCS
,Josie,,BAKERSFIELD BLACK AMERICAN HISTORY PARADE,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45810,Called Gloria left message regarding past due balance $380,,,,353,,,,,,TCS
,Josie,,BAKERSFIELD COLLEGE.,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45826,"Joseph responded to my email stating that payment is in the q to be paid I also asked if we could pick up he said that is out of his control , Victoria put a message that payemnt was mailed",,,,337,,,,,,TCS
,Josie,,BAKERSFIELD IRON HOGGZ,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45804,No open invoices,,,,359,,,,,,TCS
,Josie,,BAKERSFIELD PLUMBING,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45792,Jason is working on this account with Steven there were invoices that were voided in TCR not in QB  per Victoria,,,,371,,,,,,TCS
,Josie,,BAKERSFIELD WELL AND PUMP CO,,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45824,Spoke with Christi  said check # 60396 went out in today  6/16/25 for $395.00,,,,339,,,,,,TCS
,Josie,,"Baymarr Constructors, Inc.",,  ,,,,,,,Active,Contacted,COLLECTION TEAM,WEEKLY,45824,Invoice 00098313 was paid today for $855.84,,,,339,,,,,,TCS
